"time","timeDate","close","high","low","open","volumefrom","volumeto","volume"
1295395200000,"2011-01-18",0.313,0.313,0.305,0.313,7291.63,2247.62,NaN
1295481600000,"2011-01-19",0.39,0.39,0.31,0.313,19881.98,6900.05,NaN
1295568000000,"2011-01-20",0.4199,0.44,0.368,0.39,8477.55,3351.62,NaN
1295654400000,"2011-01-21",0.4443,0.4443,0.39,0.4199,10534.27,4513.91,NaN
1295740800000,"2011-01-22",0.4424,0.4443,0.42,0.4443,1148.4,505.83,NaN
1295827200000,"2011-01-23",0.4199,0.4424,0.381,0.4424,11061.94,4516.68,NaN
1295913600000,"2011-01-24",0.41,0.425,0.4,0.4199,2163.72,901.25,NaN
1296000000000,"2011-01-25",0.417,0.42,0.3904,0.41,15564.81,6315.95,NaN
1296086400000,"2011-01-26",0.4212,0.45,0.4085,0.417,27708.2,12086.9,NaN
1296172800000,"2011-01-27",0.446,0.446,0.4212,0.4212,5324.5,2301.77,NaN
1296259200000,"2011-01-28",0.439,0.445,0.43,0.446,1448.38,643.63,NaN
1296345600000,"2011-01-29",0.4799,0.48,0.445,0.439,10383.59,4775.81,NaN
1296432000000,"2011-01-30",0.52,0.95,0.47,0.4799,63516.08,32708.4,NaN
1296518400000,"2011-01-31",0.7,0.85,0.5201,0.52,31562.12,23264.18,NaN
1296604800000,"2011-02-01",0.716,0.76,0.69,0.7,5627.48,4126.02,NaN
1296691200000,"2011-02-02",0.69,0.75,0.6501,0.716,8524.5,6064.12,NaN
1296777600000,"2011-02-03",0.811,0.88,0.67,0.69,42222.19,33965.74,NaN
1296864000000,"2011-02-04",0.92,0.92,0.8115,0.811,15786.81,13634.2,NaN
1296950400000,"2011-02-05",0.8997,0.92,0.83,0.92,8744.11,7608.77,NaN
1297036800000,"2011-02-06",0.89,0.9,0.83,0.8997,2264.28,1949.54,NaN
1297123200000,"2011-02-07",0.918,0.918,0.8617,0.89,7021.29,6306.77,NaN
1297209600000,"2011-02-08",1.09,1.09,0.82,0.918,49632.5,47455.01,NaN
1297296000000,"2011-02-09",0.9803,1.1,0.8,1.09,26559.64,25568.81,NaN
1297382400000,"2011-02-10",1.07,1.09,0.9264,0.9803,13299.18,13213.54,NaN
1297468800000,"2011-02-11",1.08,1.08,0.9906,1.07,4118.92,4353.79,NaN
